Country Name,Country Code,Series Name,Series Code,2022 [YR2022],2023 [YR2023]
Estonia,EST,"Population ages 65-69, male",SP.POP.6569.MA,33647,34636
Estonia,EST,"Population ages 65-69, female",SP.POP.6569.FE,46162,47116
Estonia,EST,"Population ages 70-74, female",SP.POP.7074.FE,42953,44025
Estonia,EST,"Population ages 70-74, male",SP.POP.7074.MA,26518,27412
Estonia,EST,"Population ages 75-79, female",SP.POP.7579.FE,30248,32322
Estonia,EST,"Population ages 75-79, male",SP.POP.7579.MA,15922,17175
Estonia,EST,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.8,11.7
Estonia,EST,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,2.2,2.1
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.8439024390244,78.490243902439
Eswatini,SWZ,"Population ages 80 and above, male",SP.POP.80UP.MA,2426,2528
Eswatini,SWZ,"Population ages 80 and above, female",SP.POP.80UP.FE,4066,4323
Eswatini,SWZ,"Population ages 65-69, male",SP.POP.6569.MA,8592,8823
Eswatini,SWZ,"Population ages 65-69, female",SP.POP.6569.FE,11912,12399
Eswatini,SWZ,"Population ages 70-74, female",SP.POP.7074.FE,7914,8232
Eswatini,SWZ,"Population ages 70-74, male",SP.POP.7074.MA,5455,5762
Eswatini,SWZ,"Population ages 75-79, female",SP.POP.7579.FE,5449,5679
Eswatini,SWZ,"Population ages 75-79, male",SP.POP.7579.MA,3126,3282
Eswatini,SWZ,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.1,7.7
Eswatini,SWZ,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,46.2,45
Eswatini,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.028,64.123
Ethiopia,ETH,"Population ages 80 and above, male",SP.POP.80UP.MA,202783,213586
Ethiopia,ETH,"Population ages 80 and above, female",SP.POP.80UP.FE,298303,316585
Ethiopia,ETH,"Population ages 65-69, male",SP.POP.6569.MA,735428,767557
Ethiopia,ETH,"Population ages 65-69, female",SP.POP.6569.FE,854945,895515
Ethiopia,ETH,"Population ages 70-74, female",SP.POP.7074.FE,606990,623402
Ethiopia,ETH,"Population ages 70-74, male",SP.POP.7074.MA,498966,511764
Ethiopia,ETH,"Population ages 75-79, female",SP.POP.7579.FE,406747,425816
Ethiopia,ETH,"Population ages 75-79, male",SP.POP.7579.MA,313367,326988
Ethiopia,ETH,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.093,5.96
Ethiopia,ETH,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,48.2,46.5
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.897,67.315
Euro area,EMU,"Population ages 80 and above, male",SP.POP.80UP.MA,8600427,8750142
Euro area,EMU,"Population ages 80 and above, female",SP.POP.80UP.FE,14248134,14383520
Euro area,EMU,"Population ages 65-69, male",SP.POP.6569.MA,9687017,9911647
Euro area,EMU,"Population ages 65-69, female",SP.POP.6569.FE,10732193,10959291
Euro area,EMU,"Population ages 70-74, female",SP.POP.7074.FE,9804610,9904747
Euro area,EMU,"Population ages 70-74, male",SP.POP.7074.MA,8449174,8521196
Euro area,EMU,"Population ages 75-79, female",SP.POP.7579.FE,7760470,8102254
Euro area,EMU,"Population ages 75-79, male",SP.POP.7579.MA,6225958,6518988
Euro area,EMU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.2007522268622,10.542976844422
Euro area,EMU,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,3.65116431990209,3.63624973445424
Euro area,EMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.6232025628471,82.194952481038
Europe & Central Asia,ECS,"Population ages 80 and above, male",SP.POP.80UP.MA,14867460,15000373
Europe & Central Asia,ECS,"Population ages 80 and above, female",SP.POP.80UP.FE,27731907,27725500
Europe & Central Asia,ECS,"Population ages 65-69, male",SP.POP.6569.MA,22183783,22607864
Europe & Central Asia,ECS,"Population ages 65-69, female",SP.POP.6569.FE,27228289,27608054
Europe & Central Asia,ECS,"Population ages 70-74, female",SP.POP.7074.FE,23379618,23813895
Europe & Central Asia,ECS,"Population ages 70-74, male",SP.POP.7074.MA,17815840,18093926
Europe & Central Asia,ECS,"Population ages 75-79, female",SP.POP.7579.FE,16000513,16998669
Europe & Central Asia,ECS,"Population ages 75-79, male",SP.POP.7579.MA,11536331,12272881
Europe & Central Asia,ECS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.6451680542934,10.0877538279316
Europe & Central Asia,ECS,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,7.8,8
Europe & Central Asia,ECS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.8344787151258,78.3854816068932
Europe & Central Asia (excluding high income),ECA,"Population ages 80 and above, male",SP.POP.80UP.MA,1684817,1627121
Europe & Central Asia (excluding high income),ECA,"Population ages 80 and above, female",SP.POP.80UP.FE,3924475,3822060
Europe & Central Asia (excluding high income),ECA,"Population ages 65-69, male",SP.POP.6569.MA,4387043,4440189
Europe & Central Asia (excluding high income),ECA,"Population ages 65-69, female",SP.POP.6569.FE,5692280,5709430
Europe & Central Asia (excluding high income),ECA,"Population ages 70-74, female",SP.POP.7074.FE,4300202,4435355
Europe & Central Asia (excluding high income),ECA,"Population ages 70-74, male",SP.POP.7074.MA,2925642,3043260
Europe & Central Asia (excluding high income),ECA,"Population ages 75-79, female",SP.POP.7579.FE,2471445,2578195
Europe & Central Asia (excluding high income),ECA,"Population ages 75-79, male",SP.POP.7579.MA,1479120,1556154
Europe & Central Asia (excluding high income),ECA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.21752409459806,7.97759090696202
Europe & Central Asia (excluding high income),ECA,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,13.741755660204,14.4086584909035
Europe & Central Asia (excluding high income),ECA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.5731684190474,74.7923060983647
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 80 and above, male",SP.POP.80UP.MA,3979098,3861763
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 80 and above, female",SP.POP.80UP.FE,10044712,9783698
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 65-69, male",SP.POP.6569.MA,9585933,9726130
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 65-69, female",SP.POP.6569.FE,13276022,13378904
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 70-74, female",SP.POP.7074.FE,10559714,10913240
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 70-74, male",SP.POP.7074.MA,6699291,6947023
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 75-79, female",SP.POP.7579.FE,5699068,6212612
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 75-79, male",SP.POP.7579.MA,3198294,3499799
Europe & Central Asia (IDA & IBRD countries),TEC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.4501249509296,9.86986979261016
Europe & Central Asia (IDA & IBRD countries),TEC,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,10.7197647383808,11.1244023932449
Europe & Central Asia (IDA & IBRD countries),TEC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.1883654842503,74.7265371994292
European Union,EUU,"Population ages 80 and above, male",SP.POP.80UP.MA,10117183,10301803
European Union,EUU,"Population ages 80 and above, female",SP.POP.80UP.FE,17229093,17393353
European Union,EUU,"Population ages 65-69, male",SP.POP.6569.MA,12502464,12714351
European Union,EUU,"Population ages 65-69, female",SP.POP.6569.FE,14145259,14348256
European Union,EUU,"Population ages 70-74, female",SP.POP.7074.FE,12832401,12989477
European Union,EUU,"Population ages 70-74, male",SP.POP.7074.MA,10729146,10844307
European Union,EUU,"Population ages 75-79, female",SP.POP.7579.FE,9892700,10354890
European Union,EUU,"Population ages 75-79, male",SP.POP.7579.MA,7689671,8072386
European Union,EUU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.5197667649227,10.7656817075888
European Union,EUU,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,3.84201617680966,3.83208528546125
European Union,EUU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.7135056290876,81.4128063717702
Faroe Islands,FRO,"Population ages 80 and above, male",SP.POP.80UP.MA,1031,1054
Faroe Islands,FRO,"Population ages 80 and above, female",SP.POP.80UP.FE,1382,1383
Faroe Islands,FRO,"Population ages 65-69, male",SP.POP.6569.MA,1383,1398
Faroe Islands,FRO,"Population ages 65-69, female",SP.POP.6569.FE,1335,1362
Faroe Islands,FRO,"Population ages 70-74, female",SP.POP.7074.FE,1268,1269
Faroe Islands,FRO,"Population ages 70-74, male",SP.POP.7074.MA,1268,1255
Faroe Islands,FRO,"Population ages 75-79, female",SP.POP.7579.FE,934,935
Faroe Islands,FRO,"Population ages 75-79, male",SP.POP.7579.MA,991,990
Faroe Islands,FRO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.1,7.6
Faroe Islands,FRO,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,..,..
Faroe Islands,FRO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.9439024390244,83.1439024390244
Fiji,FJI,"Population ages 80 and above, male",SP.POP.80UP.MA,2283,2308
Fiji,FJI,"Population ages 80 and above, female",SP.POP.80UP.FE,4486,4624
Fiji,FJI,"Population ages 65-69, male",SP.POP.6569.MA,11401,11819
Fiji,FJI,"Population ages 65-69, female",SP.POP.6569.FE,13266,13714
Fiji,FJI,"Population ages 70-74, female",SP.POP.7074.FE,9067,9196
Fiji,FJI,"Population ages 70-74, male",SP.POP.7074.MA,6870,6992
Fiji,FJI,"Population ages 75-79, female",SP.POP.7579.FE,5841,6010
Fiji,FJI,"Population ages 75-79, male",SP.POP.7579.MA,3876,3954
Fiji,FJI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.299,9.255
Fiji,FJI,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,28.9,29.1
Fiji,FJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.148,67.316
Finland,FIN,"Population ages 80 and above, male",SP.POP.80UP.MA,121704,123309
Finland,FIN,"Population ages 80 and above, female",SP.POP.80UP.FE,207927,210031
Finland,FIN,"Population ages 65-69, male",SP.POP.6569.MA,169482,169029
Finland,FIN,"Population ages 65-69, female",SP.POP.6569.FE,183801,183126
Finland,FIN,"Population ages 70-74, female",SP.POP.7074.FE,184446,182623
Finland,FIN,"Population ages 70-74, male",SP.POP.7074.MA,162712,160839
Finland,FIN,"Population ages 75-79, female",SP.POP.7579.FE,143630,158453
Finland,FIN,"Population ages 75-79, male",SP.POP.7579.MA,116913,129159
Finland,FIN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.4,11
Finland,FIN,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,2.3,2.3
Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.1878048780488,81.6853658536585
Fragile and conflict affected situations,FCS,"Population ages 80 and above, male",SP.POP.80UP.MA,2167115,2193446
Fragile and conflict affected situations,FCS,"Population ages 80 and above, female",SP.POP.80UP.FE,3915706,3910165
Fragile and conflict affected situations,FCS,"Population ages 65-69, male",SP.POP.6569.MA,7590651,7769189
Fragile and conflict affected situations,FCS,"Population ages 65-69, female",SP.POP.6569.FE,9286357,9458468
Fragile and conflict affected situations,FCS,"Population ages 70-74, female",SP.POP.7074.FE,6551230,6734363
Fragile and conflict affected situations,FCS,"Population ages 70-74, male",SP.POP.7074.MA,5030926,5173009
Fragile and conflict affected situations,FCS,"Population ages 75-79, female",SP.POP.7579.FE,3994152,4094071
Fragile and conflict affected situations,FCS,"Population ages 75-79, male",SP.POP.7579.MA,2888322,2969887
Fragile and conflict affected situations,FCS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.8287249861019,8.33367263533115
Fragile and conflict affected situations,FCS,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,75.1253024241945,70.2148505989691
Fragile and conflict affected situations,FCS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.702271566254,63.3499447771075
France,FRA,"Population ages 80 and above, male",SP.POP.80UP.MA,1524368,1551908
France,FRA,"Population ages 80 and above, female",SP.POP.80UP.FE,2651192,2667562
France,FRA,"Population ages 65-69, male",SP.POP.6569.MA,1859021,1870285
France,FRA,"Population ages 65-69, female",SP.POP.6569.FE,2111984,2121043
France,FRA,"Population ages 70-74, female",SP.POP.7074.FE,2034910,2035720
France,FRA,"Population ages 70-74, male",SP.POP.7074.MA,1730158,1723415
France,FRA,"Population ages 75-79, female",SP.POP.7579.FE,1480505,1611027
France,FRA,"Population ages 75-79, male",SP.POP.7579.MA,1183891,1289425
France,FRA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.9,9.2
France,FRA,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,4.3,4.3
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.1292682926829,82.9292682926829
French Polynesia,PYF,"Population ages 80 and above, male",SP.POP.80UP.MA,2204,2382
French Polynesia,PYF,"Population ages 80 and above, female",SP.POP.80UP.FE,2988,3219
French Polynesia,PYF,"Population ages 65-69, male",SP.POP.6569.MA,5642,5866
French Polynesia,PYF,"Population ages 65-69, female",SP.POP.6569.FE,5368,5552
French Polynesia,PYF,"Population ages 70-74, female",SP.POP.7074.FE,3644,3908
French Polynesia,PYF,"Population ages 70-74, male",SP.POP.7074.MA,3597,3879
French Polynesia,PYF,"Population ages 75-79, female",SP.POP.7579.FE,2597,2744
French Polynesia,PYF,"Population ages 75-79, male",SP.POP.7579.MA,2483,2600
French Polynesia,PYF,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,3.529,3.649
French Polynesia,PYF,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,..,..
French Polynesia,PYF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.859,84.07
Gabon,GAB,"Population ages 80 and above, male",SP.POP.80UP.MA,6622,6751
Gabon,GAB,"Population ages 80 and above, female",SP.POP.80UP.FE,9018,9187
Gabon,GAB,"Population ages 65-69, male",SP.POP.6569.MA,18236,18864
Gabon,GAB,"Population ages 65-69, female",SP.POP.6569.FE,19722,20335
Gabon,GAB,"Population ages 70-74, female",SP.POP.7074.FE,14314,14818
Gabon,GAB,"Population ages 70-74, male",SP.POP.7074.MA,12440,12846
Gabon,GAB,"Population ages 75-79, female",SP.POP.7579.FE,9400,9668
Gabon,GAB,"Population ages 75-79, male",SP.POP.7579.MA,7753,7962
Gabon,GAB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.519,6.269
Gabon,GAB,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,34.1,33.2
Gabon,GAB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.713,68.337
"Gambia, The",GMB,"Population ages 80 and above, male",SP.POP.80UP.MA,4119,4266
"Gambia, The",GMB,"Population ages 80 and above, female",SP.POP.80UP.FE,5010,5256
"Gambia, The",GMB,"Population ages 65-69, male",SP.POP.6569.MA,15049,16083
"Gambia, The",GMB,"Population ages 65-69, female",SP.POP.6569.FE,18796,20149
"Gambia, The",GMB,"Population ages 70-74, female",SP.POP.7074.FE,11006,11673
"Gambia, The",GMB,"Population ages 70-74, male",SP.POP.7074.MA,8944,9327
"Gambia, The",GMB,"Population ages 75-79, female",SP.POP.7579.FE,7191,7401
"Gambia, The",GMB,"Population ages 75-79, male",SP.POP.7579.MA,6074,6183
"Gambia, The",GMB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.635,6.292
"Gambia, The",GMB,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,45.6,44.1
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.859,65.86
Georgia,GEO,"Population ages 80 and above, male",SP.POP.80UP.MA,34829,32475
Georgia,GEO,"Population ages 80 and above, female",SP.POP.80UP.FE,101576,98745
Georgia,GEO,"Population ages 65-69, male",SP.POP.6569.MA,77867,79510
Georgia,GEO,"Population ages 65-69, female",SP.POP.6569.FE,114421,116584
Georgia,GEO,"Population ages 70-74, female",SP.POP.7074.FE,93857,96364
Georgia,GEO,"Population ages 70-74, male",SP.POP.7074.MA,56427,57758
Georgia,GEO,"Population ages 75-79, female",SP.POP.7579.FE,53038,57291
Georgia,GEO,"Population ages 75-79, male",SP.POP.7579.MA,28087,30389
Georgia,GEO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.211,11.839
Georgia,GEO,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,9.3,9.2
Georgia,GEO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.141,74.496
Germany,DEU,"Population ages 80 and above, male",SP.POP.80UP.MA,2418195,2444301
Germany,DEU,"Population ages 80 and above, female",SP.POP.80UP.FE,3782470,3794617
Germany,DEU,"Population ages 65-69, male",SP.POP.6569.MA,2406048,2477437
Germany,DEU,"Population ages 65-69, female",SP.POP.6569.FE,2620053,2680064
Germany,DEU,"Population ages 70-74, female",SP.POP.7074.FE,2276647,2352846
Germany,DEU,"Population ages 70-74, male",SP.POP.7074.MA,1983707,2036860
Germany,DEU,"Population ages 75-79, female",SP.POP.7579.FE,1756329,1755395
Germany,DEU,"Population ages 75-79, male",SP.POP.7579.MA,1437378,1439687
Germany,DEU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.7,12.3
Germany,DEU,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,3.7,3.7
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.6080487804878,80.5414634146342
Ghana,GHA,"Population ages 80 and above, male",SP.POP.80UP.MA,66546,67976
Ghana,GHA,"Population ages 80 and above, female",SP.POP.80UP.FE,102634,106023
Ghana,GHA,"Population ages 65-69, male",SP.POP.6569.MA,227754,240710
Ghana,GHA,"Population ages 65-69, female",SP.POP.6569.FE,256406,268770
Ghana,GHA,"Population ages 70-74, female",SP.POP.7074.FE,180215,186820
Ghana,GHA,"Population ages 70-74, male",SP.POP.7074.MA,144941,150938
Ghana,GHA,"Population ages 75-79, female",SP.POP.7579.FE,116284,117781
Ghana,GHA,"Population ages 75-79, male",SP.POP.7579.MA,85828,88097
Ghana,GHA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.095,7.04
Ghana,GHA,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,38.5,37.1
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.246,65.498
Gibraltar,GIB,"Population ages 80 and above, male",SP.POP.80UP.MA,611,616
Gibraltar,GIB,"Population ages 80 and above, female",SP.POP.80UP.FE,987,1001
Gibraltar,GIB,"Population ages 65-69, male",SP.POP.6569.MA,931,951
Gibraltar,GIB,"Population ages 65-69, female",SP.POP.6569.FE,946,977
Gibraltar,GIB,"Population ages 70-74, female",SP.POP.7074.FE,860,856
Gibraltar,GIB,"Population ages 70-74, male",SP.POP.7074.MA,861,852
Gibraltar,GIB,"Population ages 75-79, female",SP.POP.7579.FE,703,769
Gibraltar,GIB,"Population ages 75-79, male",SP.POP.7579.MA,620,701
Gibraltar,GIB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.409,6.51
Gibraltar,GIB,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,..,..
Gibraltar,GIB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.517,83.553
Greece,GRC,"Population ages 80 and above, male",SP.POP.80UP.MA,298147,297104
Greece,GRC,"Population ages 80 and above, female",SP.POP.80UP.FE,474160,471168
Greece,GRC,"Population ages 65-69, male",SP.POP.6569.MA,289181,292428
Greece,GRC,"Population ages 65-69, female",SP.POP.6569.FE,333717,340668
Greece,GRC,"Population ages 70-74, female",SP.POP.7074.FE,305354,304123
Greece,GRC,"Population ages 70-74, male",SP.POP.7074.MA,257787,257317
Greece,GRC,"Population ages 75-79, female",SP.POP.7579.FE,259023,268333
Greece,GRC,"Population ages 75-79, male",SP.POP.7579.MA,206927,212816
Greece,GRC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,13.4,12.2
Greece,GRC,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,3.8,3.7
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.7878048780488,81.5365853658537
Greenland,GRL,"Population ages 80 and above, male",SP.POP.80UP.MA,289,315
Greenland,GRL,"Population ages 80 and above, female",SP.POP.80UP.FE,369,391
Greenland,GRL,"Population ages 65-69, male",SP.POP.6569.MA,1404,1513
Greenland,GRL,"Population ages 65-69, female",SP.POP.6569.FE,1079,1155
Greenland,GRL,"Population ages 70-74, female",SP.POP.7074.FE,622,683
Greenland,GRL,"Population ages 70-74, male",SP.POP.7074.MA,784,828
Greenland,GRL,"Population ages 75-79, female",SP.POP.7579.FE,404,386
Greenland,GRL,"Population ages 75-79, male",SP.POP.7579.MA,477,483
Greenland,GRL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.3,9.4
Greenland,GRL,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,..,..
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.5404878048781,71.549756097561
Grenada,GRD,"Population ages 80 and above, male",SP.POP.80UP.MA,1277,1263
Grenada,GRD,"Population ages 80 and above, female",SP.POP.80UP.FE,2245,2250
Grenada,GRD,"Population ages 65-69, male",SP.POP.6569.MA,2328,2432
Grenada,GRD,"Population ages 65-69, female",SP.POP.6569.FE,2276,2416
Grenada,GRD,"Population ages 70-74, female",SP.POP.7074.FE,1632,1687
Grenada,GRD,"Population ages 70-74, male",SP.POP.7074.MA,1552,1622
Grenada,GRD,"Population ages 75-79, female",SP.POP.7579.FE,1221,1254
Grenada,GRD,"Population ages 75-79, male",SP.POP.7579.MA,939,973
Grenada,GRD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.763,8.859
Grenada,GRD,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,18.5,18.3
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.151,75.205
Guam,GUM,"Population ages 80 and above, male",SP.POP.80UP.MA,1383,1448
Guam,GUM,"Population ages 80 and above, female",SP.POP.80UP.FE,1991,2129
Guam,GUM,"Population ages 65-69, male",SP.POP.6569.MA,3392,3509
Guam,GUM,"Population ages 65-69, female",SP.POP.6569.FE,3681,3757
Guam,GUM,"Population ages 70-74, female",SP.POP.7074.FE,2890,3034
Guam,GUM,"Population ages 70-74, male",SP.POP.7074.MA,2587,2654
Guam,GUM,"Population ages 75-79, female",SP.POP.7579.FE,1804,1963
Guam,GUM,"Population ages 75-79, male",SP.POP.7579.MA,1501,1681
Guam,GUM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.736,6.868
Guam,GUM,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,..,..
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.102,77.209
Guatemala,GTM,"Population ages 80 and above, male",SP.POP.80UP.MA,52812,54995
Guatemala,GTM,"Population ages 80 and above, female",SP.POP.80UP.FE,69791,72402
Guatemala,GTM,"Population ages 65-69, male",SP.POP.6569.MA,148611,152417
Guatemala,GTM,"Population ages 65-69, female",SP.POP.6569.FE,175662,182401
Guatemala,GTM,"Population ages 70-74, female",SP.POP.7074.FE,125681,131091
Guatemala,GTM,"Population ages 70-74, male",SP.POP.7074.MA,105041,109490
Guatemala,GTM,"Population ages 75-79, female",SP.POP.7579.FE,80800,85163
Guatemala,GTM,"Population ages 75-79, male",SP.POP.7579.MA,67939,70207
Guatemala,GTM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.281,4.829
Guatemala,GTM,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,22.1,21.4
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.206,72.602
Guinea,GIN,"Population ages 80 and above, male",SP.POP.80UP.MA,26787,27484
Guinea,GIN,"Population ages 80 and above, female",SP.POP.80UP.FE,40479,41623
Guinea,GIN,"Population ages 65-69, male",SP.POP.6569.MA,82795,85617
Guinea,GIN,"Population ages 65-69, female",SP.POP.6569.FE,109969,113039
Guinea,GIN,"Population ages 70-74, female",SP.POP.7074.FE,78952,81059
Guinea,GIN,"Population ages 70-74, male",SP.POP.7074.MA,57372,58898
Guinea,GIN,"Population ages 75-79, female",SP.POP.7579.FE,50258,51481
Guinea,GIN,"Population ages 75-79, male",SP.POP.7579.MA,35624,36498
Guinea,GIN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.3,9.125
Guinea,GIN,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,97.8,95
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.432,60.74
Guinea-Bissau,GNB,"Population ages 80 and above, male",SP.POP.80UP.MA,2947,3025
Guinea-Bissau,GNB,"Population ages 80 and above, female",SP.POP.80UP.FE,4512,4676
Guinea-Bissau,GNB,"Population ages 65-69, male",SP.POP.6569.MA,11042,11310
Guinea-Bissau,GNB,"Population ages 65-69, female",SP.POP.6569.FE,17617,18165
Guinea-Bissau,GNB,"Population ages 70-74, female",SP.POP.7074.FE,11381,12112
Guinea-Bissau,GNB,"Population ages 70-74, male",SP.POP.7074.MA,7398,7671
Guinea-Bissau,GNB,"Population ages 75-79, female",SP.POP.7579.FE,6004,6387
Guinea-Bissau,GNB,"Population ages 75-79, male",SP.POP.7579.MA,4165,4322
Guinea-Bissau,GNB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.224,7.05
Guinea-Bissau,GNB,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,71.6,69.3
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.605,64.085
Guyana,GUY,"Population ages 80 and above, male",SP.POP.80UP.MA,2839,2949
Guyana,GUY,"Population ages 80 and above, female",SP.POP.80UP.FE,4908,5125
Guyana,GUY,"Population ages 65-69, male",SP.POP.6569.MA,9354,9836
Guyana,GUY,"Population ages 65-69, female",SP.POP.6569.FE,11636,12243
Guyana,GUY,"Population ages 70-74, female",SP.POP.7074.FE,7898,8248
Guyana,GUY,"Population ages 70-74, male",SP.POP.7074.MA,6017,6168
Guyana,GUY,"Population ages 75-79, female",SP.POP.7579.FE,4932,5227
Guyana,GUY,"Population ages 75-79, male",SP.POP.7579.MA,3541,3747
Guyana,GUY,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.309,7.32
Guyana,GUY,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,26.6,25.7
Guyana,GUY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.888,70.18
Haiti,HTI,"Population ages 80 and above, male",SP.POP.80UP.MA,23189,23889
Haiti,HTI,"Population ages 80 and above, female",SP.POP.80UP.FE,38493,39731
Haiti,HTI,"Population ages 65-69, male",SP.POP.6569.MA,99348,102188
Haiti,HTI,"Population ages 65-69, female",SP.POP.6569.FE,121453,124790
Haiti,HTI,"Population ages 70-74, female",SP.POP.7074.FE,85699,88345
Haiti,HTI,"Population ages 70-74, male",SP.POP.7074.MA,63799,65867
Haiti,HTI,"Population ages 75-79, female",SP.POP.7579.FE,52973,54671
Haiti,HTI,"Population ages 75-79, male",SP.POP.7579.MA,37392,37952
